Item name,Type,Wsp,Price,Initial,Stock,Status,Description,SEO,Dominance,THC,CBD,effects,relieves
Hulkberry,Strain,60,300,266.5,0,Sold out,"Hulkberry, a captivating strain with a genetic makeup of 65% sativa and 35% indica, emerges as a result of expertly blending the beloved Strawberry Diesel and OG Kush varieties. This strain earns its name from the remarkable density of its buds and a delightful infusion of berry essence. The appearance is a spectacle to behold, featuring robust, minty-green popcorn-shaped buds that sport subtle undertones of dark olive. Accentuating these nugs are long, delicate orange hairs and a generous dusting of petite, luminous white trichomes, glistening like morning dew. Upon breaking apart these frosty nuggets, an exquisite bouquet of sweet and tangy citrus notes wafts forth, accompanied by an underlying diesel richness that gains prominence when the buds are ignited. This symphony of scents preludes the flavor experience, characterized by a pronounced tang of sour lemon that harmonizes with hints of zesty diesel and earthiness upon exhalation. \n\n The Hulkberry strain wields an impressive potency, boasting an average THC level of 27%, which contributes to its robust effects. The high takes hold swiftly and profoundly, initiating a surge of invigorating sensations that kindle creativity and motivation. This euphoric ascent of the mind coexists harmoniously with a gentle, calming embrace that leaves physical energy untouched. Hulkberry's formidable potency makes it a promising contender for addressing various conditions, including chronic fatigue, migraines, ADD or ADHD, depression, and mood swings. Its distinctive profile combines the best of both sativa and indica worlds, offering a dynamic yet balanced experience that has the potential to elevate and soothe, all in one enticing package. \n\n In the realm of cannabis strains, Hulkberry emerges as a beacon of potency and flavor, beckoning connoisseurs and seekers of relief alike. Its lineage, traceable to Strawberry Diesel and OG Kush, lends it a unique character that tantalizes the senses and delivers a multifaceted high. Whether you're yearning for a wellspring of creativity or a respite from various ailments, Hulkberry stands ready to unleash its green magic, offering a remarkable journey that traverses the realms of taste, aroma, and effect.","Hulkberry, a captivating strain with a genetic makeup of 65% sativa and 35% indica, emerges as a result of expertly blending the beloved Strawberry Diesel and OG Kush varieties.",Sativa 60%,27.0,0.0,"Creative, Euphoria, Uplifting","Fatigue, Headaches, Migraines"
Jack Herer,Strain,30,100,455.92,0,Sold out,"Jack Herer, also known as JH, The Jack, Premium Jack, and Platinum Jack is a sativa-dominant hybrid marijuana strain named after the marijuana activist and author of The Emperor Wears No Clothes. \n\n Jack Herer is a balanced hybrid strain with a high THC content that produces a mixed head and body effect. It\'s known to provide a sense of relaxation and is often enjoyed in the evening to ease stress. \n\n Jack Herer was first created in the Netherlands in the mid-1990s and was later distributed by Dutch pharmacies as a recognized medical-grade strain. Its spicy, pine-scented aroma has won numerous awards for its quality and potency.","Jack Herer, also known as JH, The Jack, Premium Jack, and Platinum Jack is a sativa-dominant hybrid marijuana strain.",Sativa 60%,24.0,0.0,"Energetic, Creative, Uplifted","Stress, Anxiety, Depression"
KD Mango Tail,Strain,50,300,251,0,Sold out,"The KD Mango Tail, a sun-kissed sativa strain perfect for those seeking an uplifting and energetic experience. This 100% sativa powerhouse boasts a potent 22% THC content, delivering a focused and cerebral high that's ideal for creative endeavors or social gatherings. Its sun-grown nature translates to a smooth and flavorful smoke, leaving you feeling invigorated and inspired. \n\n The aroma and taste of KD Mango Tail are truly a tropical delight. Expect a wave of sweet mango and citrus notes, complemented by subtle hints of pineapple and papaya. This refreshing profile perfectly complements the uplifting effects of the strain, making it a well-rounded choice for sativa enthusiasts looking for a taste of paradise.","KD Mango Tail is a 100% sativa with 22% THC, offering a tropical burst of mango and citrus flavors. Ideal for creativity and socializing, this strain provides an uplifting, invigorating high.",Sativa 60%,22.0,0.0,"Energetic, Focused, Creative","Stress, Depression, Anxiety"
King’s Juice,Strain,50,300,6.89,0,Sold out,"The King’s Juice is a hybrid cannabis strain created by combining two terpene profiles loved by its creator, Arjan. It is a cross between Mimosa from Symbiotic Genetics and King's Kush, resulting in a plant with a piney, coney growth and a long main cola that grows taller than its side branches. During the flowering period, the plant will stretch considerably, and its branches will grow steadily. \n\n The flowers of The King’s Juice are known for their balanced floral and citrusy/earthy fragrance, which creates a complex aroma that resembles fresh fruit juice. Towards the end of the flowering period, the plant will take on beautiful reddish/violet hues, giving it a stunning fall color. The plant is also covered in trichomes, which add to its beauty. \n\n The effect of The King’s Juice is a balanced high that can be enjoyed all day. It provides an uplifting head buzz, while the body remains light and active. The taste of the strain stays in the mouth for a while after exhaling, creating a satisfying sensation. Overall, The King’s Juice is a beautiful and flavorful strain that offers a well-rounded high.","The King’s Juice is a hybrid cannabis strain created by combining two terpene profiles loved by its creator, Arjan.",Indica 60%,26.0,0.0,"Happy, Relaxed, Uplifted","Pain, Stress, Anxiety"
L.A. Haze,Strain,50,300,40,0,Sold out,"L.A. Haze is a sativa-dominant hybrid born from an expert blend of LA Confidential, Kali Mist, and Afghan Haze F2 genetics. Crafted by Gage Green Genetics, this strain delivers an exceptional cerebral experience that balances energizing euphoria with calming relaxation. Known for its potent sativa effects, L.A. Haze is a go-to for users seeking an uplifting, creative high that fosters focus and productivity. \n\n This strain's effects are perfect for relieving mental burdens, offering a natural remedy for migraines, headaches, and mental health challenges like anxiety, chronic stress, depression, and PTSD. L.A. Haze pairs therapeutic benefits with an enjoyable recreational experience, leaving users feeling tingly, giggly, and comfortably relaxed. \n\n The flavor and aroma are a harmonious fusion of herbal, citrus, and earthy notes, reminiscent of its Afghani heritage. Each inhale is an invigorating burst of spicy herbal tones, with hints of sweet citrus lingering on the exhale. As the high sets in, expect super yields of creative energy paired with a light physical buzz that keeps you uplifted without overwhelming sedation. A favorite for daytime use, L.A. Haze is a versatile strain for those seeking relief or simply chasing an enjoyable high. Its balance of euphoria and calm makes it a unique and unforgettable choice for cannabis connoisseurs.","L.A. Haze: A sativa-dominant hybrid with uplifting effects, treating migraines, stress, and PTSD. Enjoy its energizing buzz and citrus-herbal flavors.",Sativa 60%,20.0,0.0,"Energetic, Talkative, Giggly","Stress, Depression, Anxiety"
Lemon Berry Candy,Strain,50,300,0,0,Sold out,"Lemon Berry Candy OG, a strain from Ethos Genetics, is a cross between Las Vegas Lemon Skunk and LGBT (Lemon Grape Bubba Temple). \n\n This unique hybrid boasts trichome-rich buds with a flavor profile that includes candied lemons, sweet berries, and subtle gassy undertones. \n\n Lemon Berry Candy OG is a favorite among concentrate enthusiasts due to its high resin production. Users have reported feeling elevated, energized, and engaged after just one puff.","Lemon Berry Candy OG, a strain from Ethos Genetics, is a cross between Las Vegas Lemon Skunk and LGBT (Lemon Grape Bubba Temple).",Hybrid,25.0,0.0,"Creative, Energetic, Talkative",undefined
Lemon Zkittlez,Strain,50,300,24.5,0,Sold out,"Lemon Zkittlez is an extraordinary hybrid strain that brings together the best qualities of Sweet Zkittlez and Critical Plus. With its lineage rooted in the indica-dominant Sweet Zkittlez, Lemon ZZ offers a delightful combination of a sweet flavor profile and a deeply relaxing high. Perfect for those seeking a flavorful experience, Lemon ZZ entices the taste buds with its fruity and citrusy notes, leaving a pleasant aftertaste with every inhale. \n\n The genetic influence of Critical Plus adds a special touch to Lemon ZZ, enhancing its growth potential and yield. Critical Plus is renowned for its fast growth and abundant grades, making it a favorite among cultivators. This blend of robust genetics and exceptional flavors makes Lemon ZZ an ideal choice for those who appreciate a sweet taste accompanied by a relaxing high. \n\n Indulge in the calming effects of Lemon ZZ as it washes over your body, melting away tension and promoting a sense of deep tranquility. Let its aromatic citrus and diesel undertones transport you to a state of pure bliss. Whether you're looking for a strain to unwind after a long day or to enhance social gatherings, Lemon ZZ is sure to deliver an enjoyable and memorable experience.",Lemon Zkittlez is an extraordinary hybrid strain that brings together the best qualities of Sweet Zkittlez and Critical Plus.,Indica 60%,22.0,0.0,"Uplifted, Hungry, Creative","Stress, Anxiety, Lack of appetite"
Mac 1,Strain,50,300,10,0,Sold out,"Mac 1, also known as The MAC, is a highly sought-after hybrid strain resulting from the cross between Alien THC Cookies F2 and Miracle 15. Renowned for its uplifting and harmonizing effects, Mac 1 is a favorite among cannabis enthusiasts. Growing Mac 1 requires a special touch, as only select growers chosen by the breeder have the privilege of cultivating this exceptional flower. \n\n Prepare to be captivated by the visually stunning buds of Mac 1, boasting a nearly white appearance and a thick coating of milky trichomes. Its terpene profile offers a delightful blend of smooth creaminess and funky aromas, making it enjoyable around the clock. \n\n Discover the legend of Mac 1, or The MAC, a hybrid strain renowned for its exceptional qualities derived from crossing Alien THC Cookies F2 and Miracle 15. Mac 1 has gained immense popularity for its uplifting and harmonizing effects. However, not just anyone can cultivate this extraordinary flower. Capulator, the breeder behind Mac 1 (Capulator's Cut), meticulously selects growers to ensure the utmost quality of this prized strain. Indulge in the smooth, creamy, and funky terpene profile of Mac 1, a sensory delight that can be enjoyed throughout the day and into the night.","Mac 1, also known as The MAC, is a highly sought-after hybrid strain resulting from the cross between Alien THC Cookies F2 and Miracle 15. Renowned for its uplifting and harmonizing effects, Mac 1 is a favorite among cannabis enthusiasts.",Hybrid,22.0,0.0,"Uplifted, Euphoric, Energetic","Anxiety, Depression, Stress"
MAC and Jack,Strain,200,600,11,0,Sold out,"MAC and Jack is a hybrid marijuana strain that's still making waves in the cannabis world. With a mix of genetics from MAC (Miracle Alien THC Cookies) and Jack Herer, this strain packs a punch that leaves smokers wanting more. Its flavors and effects are still being discovered, but those who have tried it say it's a potent strain that's worth trying. \n\n The exact flavors of MAC and Jack are still up for debate, but some say it has a spicy, earthy aroma with hints of fruit and citrus. As for the effects, this strain is said to offer a strong high that hits both the mind and body. Many users report feeling a surge of creativity and energy, making it a great choice for those looking for inspiration or motivation to get things done. \n\n As with any hybrid strain, the dominant effects and flavors may vary depending on the phenotype and growing conditions. However, MAC and Jack's mix of genetics is sure to provide a unique and enjoyable experience for cannabis enthusiasts.",MAC and Jack is a hybrid marijuana strain that's still making waves in the cannabis world.,Hybrid,30.0,0.0,"Focused, Tingly, Creative","Anxiety, Depression, Fatigue"
Mandarin Cookies,Strain,50,300,0,0,Sold out,"Mandarin THC Cookies, also known as Mandarin Mints, is a premium hybrid cannabis strain that offers a sedating and calming high, making it an excellent choice for relaxation and unwinding. \n\n Bred by Ethos in Colorado, Mandarin THC Cookies is a result of crossing the popular Forum Cut THC Cookies and Mandarin Sunset strains. Its well-balanced genetics produce medium-sized buds with a dense, frosty coating of trichomes that emit a refreshing aroma of citrus and earthy undertones. \n\n This strain is perfect for those seeking a post-dinner dessert that won\'t leave them glued to their couch. Mandarin THC Cookies offers a moderate high that is ideal for socializing or enjoying a creative endeavor, without the sedative effects of some other strains.","Mandarin THC Cookies, also known as Mandarin Mints, is a premium hybrid cannabis strain that offers a sedating and calming high, making it an excellent choice for relaxation and unwinding.",Hybrid,19.0,0.0,"Relaxed, Uplifted, Happy",undefined
Mandarin Zkittlez,Strain,200,400,102.5,0,Sold out,"Mandarin Zkittlez is a hybrid cannabis strain that results from the crossing of two potent strains, Dying Breed's California Black Rosé and Ethos' Mandarin Sunset. This striking strain is characterized by its unique and beautiful purple, black, and red buds that are sure to catch anyone's attention. Its dense and resinous buds have a low leaf-to-flower ratio, making it an ideal choice for extraction. \n\n The Mandarin Zkittlez strain boasts an impressive array of flavors that are sure to tantalize your taste buds. It has an intense grape, grapefruit, spice, and orange taste that is both refreshing and satisfying. Its effects are equally impressive, offering a potent high that leaves smokers feeling happy, relaxed, and euphoric. It is perfect for unwinding after a long day or for creative inspiration. \n\n Mandarin Zkittlez is an excellent choice for cannabis enthusiasts who are looking for a unique strain that packs a punch. Its beautiful appearance, potent effects, and mouth-watering flavors make it a top choice in dispensaries worldwide. Whether you're a seasoned smoker or a newbie, Mandarin Zkittlez is a must-try strain for its exceptional quality and amazing effects.","Mandarin Zkittlez is a hybrid cannabis strain that results from the crossing of two potent strains, Dying Breed's California Black Rosé and Ethos' Mandarin Sunset.",Indica 60%,24.0,0.0,"Sleepy, Hungry, Euphoric","Anxiety, Cramps, Lack of appetite"
Mango Gelato,Strain,50,300,0,0,Sold out,"Mango Gelato is an exceptional hybrid strain resulting from the cross between two distinct cannabis varieties. One of its parents is Green Gelato, a slightly indica-dominant hybrid known for its vigorous growth and excellent response to pruning and training techniques. With medium-tall plants and a high flower to leaf ratio, Mango Gelato benefits from topping, fimming, LST, and other methods that promote maximum yield. The flowers form in tight clusters, showcasing their small to medium size, and with cooler nighttime temperatures, the buds can display beautiful lavender and purple hues. \n\n The other parent, Somango, is a fruity indica strain bred from the famous Jack Herer, Super Skunk, and Big Skunk Korean. Previously known as Soma #5, it was renamed after its delightful mango aroma. Despite its indica dominance, Somango surprises with uplifting and cerebrally-focused effects. It induces a clear-headed and functional euphoria, making it a favorite among creative individuals who seek enhanced focus and productivity. \n\n The combination of Green Gelato and Somango genetics in Mango Gelato produces a unique and captivating experience. It showcases the best of both worlds, with Green Gelato contributing to its growth structure and flower development, while Somango adds a fruity twist to the aroma and delivers uplifting effects. Mango Gelato is a versatile strain that offers the potential for bountiful yields and a pleasurable high, making it a delightful choice for cannabis enthusiasts looking for a well-rounded experience.",Mango Gelato is an exceptional hybrid strain resulting from the cross between two distinct cannabis varieties.,Indica 60%,25.0,0.0,"Relaxed, Uplifted, Sleepy","Stress, Anxiety, Insomnia"
Master OG,Strain,50,250,376.5,0,Sold out,"Master OG, also known as Master OG Kush, is a premium indica-dominant hybrid cannabis strain crafted by Cabin Fever Seed Breeders. Created through the expert crossbreeding of Master Kush and Empress Kush, this strain offers a uniquely relaxing experience, perfect for unwinding after a long day. Renowned for its large, dense buds, Master OG stands out with its vibrant green hues and heavy branches, often bending under the weight of its resinous flowers. \n\n The strain’s signature pine aroma is complemented by earthy undertones, delivering a smooth and calming flavor profile that’s as therapeutic as it is enjoyable. With a rich terpene profile and potent effects, Master OG is a popular choice among cannabis enthusiasts seeking relief from chronic pain, nausea, and insomnia. Its soothing indica dominance promotes deep relaxation, making it an excellent strain for nighttime use or moments when tranquility is paramount. \n\n Medical marijuana patients appreciate Master OG for its ability to ease physical discomfort and promote restful sleep while alleviating stress and tension. Recreational users value the strain for its euphoric onset and full-body relaxation, creating a balanced high that’s both uplifting and calming. Whether you’re seeking medicinal relief or a serene escape, Master OG delivers a deeply satisfying cannabis experience.","Master OG, an indica hybrid, offers pine aromas, relaxing effects, and relief from pain, nausea, and insomnia. Perfect for tranquility and restful sleep.",Indica 60%,21.0,0.0,"Sleepy, Hungry, Relaxed","Stress, Insomnia, Pain"
Medellin,Strain,50,550,39,0,Sold out,"Medellin is a perfectly balanced hybrid strain (50% indica, 50% sativa) created by crossing Wedding Cake and Chemdawg, offering a high that’s as dynamic as its origin. With an impressive THC level averaging between 25-28%, Medellin is well-suited for seasoned cannabis users looking for a potent, multifaceted experience. Its effects begin with an uplifting and tingly sensation, delivering a subtle boost of energy and stimulation before transitioning into a deep state of relaxation. This duality makes it a great companion for both socializing and unwinding. \n\n Medellin is popular among medical cannabis patients for its ability to alleviate symptoms of anxiety, depression, pain, and chronic stress. It’s also a go-to strain for combating inflammation and fatigue. The buds of Medellin are a visual treat, with neon green pepper-shaped nugs, vibrant purple undertones, fiery orange hairs, and a frosty coating of purple-tinted trichomes. \n\n The flavor profile of Medellin is just as captivating, offering a mix of sweet and sour lemony herbal tea with notes of pungent diesel and pepper. The dominant terpene, caryophyllene, adds spicy and earthy undertones that enhance its overall complexity. Bred by Lemonnade and named after the iconic Colombian region, Medellin encapsulates a tropical vibe that transports you to a warm and tranquil paradise. Whether for medical use or recreational enjoyment, Medellin delivers a memorable cannabis experience.","Medellin is a balanced hybrid with 26-28% THC, offering uplifting energy and deep relaxation. Perfect for anxiety, pain, and stress relief with lemony diesel notes.",Hybrid,26.0,0.0,"Energetic, Tingly, Relaxed","Anxiety, Chronic Pain, Depression"
Mimosa,Strain,50,300,0,0,Sold out,"Mimosa, also known as \Purple Mimosa,\ is a popular hybrid cannabis strain that offers a balanced high and a delicious taste profile. This strain is a result of crossing Clementine with Purple Punch, two well-regarded strains that contribute to Mimosa's unique characteristics. \n\n In small doses, Mimosa produces happy and level-headed effects that leave you feeling uplifted and motivated to tackle any mundane task. \n\n Mimosa's strong aroma and flavor are reminiscent of its namesake, with notes of fruity and citrusy flavors bursting through. This strain's flavors and effects have made it a popular choice among medical marijuana patients seeking relief from symptoms associated with depression and stress.","Mimosa, also known as Purple Mimosa, is a popular hybrid cannabis strain that offers a balanced high and a delicious taste profile. This strain is a result of crossing Clementine with Purple Punch, two well-regarded strains that contribute to Mimosa\'s unique characteristics.",Hybrid,20.0,0.0,"Energetic, Focused, Uplifted",undefined
Mimosa Evo,Strain,50,300,0,0,Sold out,"Mimosa Evo is an extraordinary cannabis strain that packs a punch with its potent effects. Known for its long-lasting and electrifying euphoria, this strain is not for the faint of heart. With THC levels reaching up to 24%, it's best suited for experienced users who can fully embrace its psychedelic buzz. Despite its potential to grow tall outdoors, Mimosa Evo can be easily managed in limited spaces, making it adaptable for indoor cultivation. With its genetic background of Purple Punch and Mimosa, this strain exhibits stable characteristics and emits a luxurious and tangy aroma of citrus fruits. \n\n Strap yourself in for a wild ride with Mimosa Evo's aroma, flavor, and effect. While many strains claim to produce euphoria, Mimosa Evo takes it to another level, delivering an invigorating high. Its strong and refreshing citrus aroma, coupled with a sweet and citrusy flavor with hints of berries, creates a delightful sensory experience. However, novice smokers should approach with caution as Mimosa Evo's potency can easily overwhelm those with a lower THC tolerance. \n\n Mimosa Evo is a great performer when it comes to cultivation. As a 60% indica-dominant hybrid, it displays typical indica growth characteristics indoors, with moderate heights and bushy plants. Outdoors, it may stretch a bit more but remains compact and can develop beautiful purple or blue hues in cooler temperatures. The flowering phase lasts around 10-11 weeks, culminating in big, dense purple flowers coated in sticky white resin. Expect average yields of approximately 700g/m² when growing Mimosa Evo indoors.",Mimosa Evo is an extraordinary cannabis strain that packs a punch with its potent effects.,Indica 60%,25.0,0.0,"Happy, Focused, Uplifted","Anxiety, Stress, Depression"
Mommy's Milk,Strain,150,700,41.5,0,Sold out,"Mommy's Milk is a sativa-dominant hybrid strain from Exotic Genetix. It is a cross between the potent sativa-dominant hybrid Bahama Mama and the hybrid strain Cereal Milk. Mommy's Milk is known for its delicious flavor and aroma, which are often described as sweet and milky with hints of vanilla, honey, and citrus. It produces a buzzy and uplifting high that is perfect for daytime use. This strain can help to improve mood, focus, and creativity. It can also be used to relieve stress, anxiety, and depression. \n\n Mommy's Milk plants produce dense, sticky buds that are covered in trichomes. The buds are typically light green in color with orange and purple pistils. Mommy's Milk is a relatively easy strain to grow, making it a good choice for both beginners and experienced growers. It can be grown indoors or outdoors, but it prefers a warm and sunny climate. Mommy's Milk plants flower for 8-9 weeks and can produce high yields. \n\n Overall, Mommy's Milk is a great strain for both recreational and medical users. It offers a delicious flavor, a potent high, and a variety of potential medical benefits. If you are looking for a sativa-dominant hybrid that can help you to feel uplifted, creative, and focused, then Mommy's Milk is a great choice.",Mommy's Milk is a sativa-dominant hybrid strain from Exotic Genetix. It is a cross between the potent sativa-dominant hybrid Bahama Mama.,Sativa 60%,23.0,0.0,"Uplifted, Creative, Focused","Stress, Anxiety, Depression"
Moon Fruit,Strain,50,300,0,0,Sold out,"Moon Fruit is a highly sought-after cannabis strain that boasts a tantalizing taste profile and visually stunning appearance. Its unique blend of hard candy, exotic passion fruit, lavender, blueberry, and vanilla/raspberry zingers make for a deluxe connoisseur experience that is all about flexing on taste and smell. \n\n This strain has an impressive lineage, derived from the crossing of Cherry Pie, Tangie, and a rare Indica-dominant version of the famous Girl Scout THC Cookies. As a result, Moon Fruit grows with a symmetrical structure, producing medium-sized, ultra-dense flowers that are simply drop-dead gorgeous.","Moon Fruit is a highly sought-after cannabis strain that boasts a tantalizing taste profile and visually stunning appearance. Its unique blend of hard candy, exotic passion fruit, lavender, blueberry, and vanilla/raspberry zingers.",Hybrid,22.0,0.0,"Relaxed, Happy, Talkative",undefined
Next Level,Strain,120,700,33.3,0,Sold out,"Emerging from the esteemed lineage of Kushco OG and Scotty2hotty, Next Level is a sativa-dominant hybrid strain that elevates the cannabis experience to new heights. With a 60% sativa and 40% indica balance, Next Level delivers a potent cerebral high accompanied by a soothing indica undercurrent, making it a versatile strain suitable for both daytime focus and nighttime relaxation. \n\n Bred by the renowned Exotic Genetix, Next Level boasts an impressive THC content that typically ranges between 22% and 27%, making it a strain best suited for experienced cannabis consumers. Its terpene profile is dominated by myrcene, the terpene responsible for the strain's relaxing properties, while hints of caryophyllene and limonene contribute to its overall flavor profile and therapeutic effects. \n\n Upon consumption, Next Level swiftly ushers in a wave of cerebral invigoration, sharpening mental clarity, enhancing creativity, and fostering a sense of euphoria. The indica influence, however, gently counterbalances the sativa effects, providing a soothing undercurrent of relaxation that eases tension and promotes calmness. This unique blend of effects makes Next Level a well-rounded strain, suitable for a variety of activities, from engaging in creative pursuits to enjoying social gatherings or simply unwinding after a long day.","Emerging from the esteemed lineage of Kushco OG and Scotty2hotty, Next Level is a sativa-dominant hybrid strain that elevates the cannabis experience to new heights.",Sativa 60%,25.0,0.0,"Relaxed, Giggly, Aroused","Anxiety, Depression, Stress"
North Thunderfuck,Strain,50,200,198.7,0,Sold out,"Step into the mesmerizing world of North Thunderfuck, an offspring of the legendary Alaskan Thunder Fuck (Matanuska Thunder Fuck), whose genetics remain a well-guarded secret. Boasting approximately 22% THC, North Thunderfuck delivers a gradual and robust high, characterized by potent waves of euphoria. This strain's uplifting and enduring happiness is complemented by a burst of intense lemon flavor, creating a refreshing citrus symphony. The aroma is equally enchanting, blending citrus notes with hints of earth and pine. With its mysterious lineage and exhilarating effects, North Thunderfuck stands as a compelling choice for those seeking a unique and euphoria-inducing cannabis experience.","North Thunderfuck, a secretive strain with 22% THC, offers a potent euphoria with intense lemon and earthy pine flavors. Ideal for a refreshing, uplifting experience.",Hybrid,22.0,0.0,"Euphoric, Uplifting, Happy","Lack of appetite, Stress, Anxiety"
Northern Lights,Strain,50,200,421.5,0,Sold out,"Northern Lightss, or NL, is a legendary indica strain created by crossing Afghani with Thai genetics. Renowned for its deeply relaxing effects, Northern Lightss provides a full-body experience that soothes muscles and calms the mind, making it a go-to choice for unwinding after a long day. This strain\'s flavor profile is a delightful blend of sweet and spicy notes, with a smooth and pungent exhale that leaves a lasting impression. \n\n Medical marijuana patients often turn to Northern Lightss for its effective relief of symptoms associated with depression, stress, pain, and insomnia. Its potent effects help to alleviate both physical and mental tension, offering a euphoric escape that can be particularly beneficial for those struggling with chronic conditions. The strain\'s beautiful buds are notable for their purple hues and crystal-coated appearance, adding to its appeal both visually and therapeutically. \n\n Northern Lightss has cemented its place in cannabis history, not just for its unique effects and flavors, but also for its influence on the cannabis community. This pure indica has been the genetic foundation for many famous hybrids, including Shiva Skunk and Super Silver Haze. Initially rumored to have been cultivated near Seattle, Washington, Northern Lightss gained prominence and was further developed in Holland after 1985 at Sensi Seeds, becoming a staple in the cannabis world for its reliable growth and resinous buds.","Northern Lightss is a legendary indica with deeply relaxing effects, blending sweet and spicy flavors. Ideal for easing stress, pain, and insomnia with its soothing full-body high.",Indica 60%,18.0,0.0,"Sleepy, Relaxed, Hungry","Anxiety, Pain, Stress"
OG Kush,Strain,50,200,484.5,0,Sold out,"OG Kush, also known as Premium OG Kush, is one of the most iconic cannabis strains in history. First cultivated in Florida in the early ‘90s, this legendary hybrid was created by crossing Chemdawg, Lemon Thai, and a Hindu Kush plant from Amsterdam. The result is a strain with a distinct terpene profile, delivering a complex aroma of fuel, skunk, and spice, with undertones of lemon-pine freshness. \n\n With its high THC content, OG Kush produces a powerful mix of cerebral euphoria and full-body relaxation, making it perfect for unwinding after a long day. Many users report relief from stress, anxiety, and pain, while its uplifting effects can boost creativity and social vibes. The strain’s “OG” designation is often debated—some claim it stands for “Original Gangster,” while others say it means “Ocean Grown”, referring to its coastal cultivation roots. \n\n OG Kush became a West Coast cannabis powerhouse when Matt “Bubba” Berger brought it from Florida to Los Angeles in 1996, where it was later refined by Josh D. Since then, it has served as the genetic foundation for countless legendary strains, including GSC, Headband, Tahoe OG, SFV OG, and Ghost OG. Whether you’re a longtime fan or a new enthusiast, OG Kush remains a must-try strain that continues to set the gold standard in cannabis.","OG Kush, a legendary hybrid with lemon-pine-fuel aroma, delivers euphoric, full-body effects. A West Coast classic, it's the backbone of many top strains.",Indica 60%,25.0,0.0,"Hungry, Relaxed, Sleepy","Stress, Anxiety, Pain"
OG Poison,Strain,50,300,0,0,Sold out,"OG Poison, also referred to as Poison OG, is a potent hybrid that can induce drowsiness after the initial consumption. This strain was specifically crafted to combat severe insomnia and its effects are quick-acting. \n\n However, it is not recommended for individuals who wish to remain productive, as it is intended solely for nighttime use. With a distinct piney scent and strong lasting effects, OG Poison delivers a deeply relaxing and heavy-bodied experience for its users. Its unique qualities make it a desirable choice for those seeking a peaceful night's rest. \n\n Additionally, due to its soothing properties, OG Poison may also be beneficial for those experiencing stress or anxiety. From an SEO perspective, this rephrasing highlights the key benefits and features of the strain while incorporating relevant keywords for search engines to recognize.","OG Poison, also referred to as Poison OG, is a potent hybrid that can induce drowsiness after the initial consumption. This strain was specifically crafted to combat severe insomnia and its effects are quick-acting.",Indica 60%,22.0,0.0,"Sleepy, Hungry, Tingly",undefined
Orange Sherbert,Strain,50,150,342,0,Sold out,"Orange Sherbert is a deliciously enticing hybrid strain from Barney’s Farm, born from a masterful cross of Orange Cream, Purple Urkle, and Cherry Pie. This vibrant combination offers a unique flavor profile that blends the sweet and tangy essence of oranges with a hint of creamy indulgence. Developed by a group of skilled American breeders, Orange Sherbert delivers a candy-like experience, making it a favorite among cannabis connoisseurs seeking a flavorful treat. \n\n The strain’s visual appeal is equally captivating, featuring dense buds with a striking mix of green and deep purple hues. Bright orange pistils weave through the buds, enhancing its aesthetic charm. Beyond its looks, Orange Sherbert provides a balanced high that leans towards relaxation and euphoria, perfect for unwinding after a long day or socializing with friends. \n\n With a terpene profile that highlights its citrus and sweet undertones, Orange Sherbert entices both recreational and medicinal users. It’s praised for its uplifting effects, which can help alleviate stress and mild depression, while its calming properties ease physical discomfort and tension. Whether you’re savoring its delightful flavor or enjoying its soothing effects, Orange Sherbert is a strain that satisfies on all fronts.","Orange Sherbert, a hybrid from Barney’s Farm, blends Orange Cream, Purple Urkle, and Cherry Pie for a sweet citrus flavor and relaxing euphoric effects.",Hybrid,15.0,0.0,"Giggly, Happy, Uplifted","Anxiety, Stress, Depression"
Orange Velvet,Strain,50,300,0,0,Sold out,"Looking for a unique strain that tastes and smells like an Orange Dreamsicle? Look no further than Orange Velvet, a rare gem created by MzJill Genetics. \n\n While its effects may not be overpowering, its citrusy and creamy aroma and taste make up for it. The high provides just the right amount of euphoria and focus for a duration of 2 to 3 hours, making it perfect for those looking to unwind without getting too couch-locked. \n\n Additionally, Orange Velvet has been known to help alleviate light pain. While it's no longer widely available, keep an eye out for this strainv at your local dispensary and stock up when you find it!","Looking for a unique strain that tastes and smells like an Orange Dreamsicle? Look no further than Orange Velvet, a rare gem created by MzJill Genetics.",Hybrid,22.0,0.0,"Aroused, Uplifted, Energetic",undefined
Phantom Cookies,Strain,50,300,0,0,Sold out,"Step into the enchanting world of Phantom THC Cookies, a sativa-dominant hybrid hailing from the hills of Northern California. This exquisite strain is a product of the harmonious union between the flavorful Cherry Pie and the resin-rich Granddaddy Purple, resulting in a cannabis masterpiece. \n\n Phantom THC Cookies mesmerizes with its buds adorned in a tapestry of green and purple hues, delicately coated with a crystalline layer of trichomes. Electric orange hairs sprout from this cannabis canvas, creating a visually stunning and potent package. \n\n Engage your senses with Phantom THC Cookies' intricate aroma, where earthiness and roasted nuts intertwine with sweeter notes of grape and berry. The fragrance sets the stage for what comes next—a symphony of effects that starts with a euphoric surge, awakening the mind to new realms of creativity and happiness.","Step into the enchanting world of Phantom THC Cookies, a sativa-dominant hybrid hailing from the hills of Northern California. This exquisite strain is a product of the harmonious union between the flavorful Cherry Pie.",Sativa 60%,21.0,0.0,"Happy, Uplifted, Energetic","Stress, Pain, Depression"
