slug,name,logo,description,opensea,embellishments,ghost,headgear,joint,leaves,shades,vibe,vibes
318,Green Ghost Degen 318,/nft/318.png,Coming Soon!,0,Leaflet,Green Ghost Degen,Bass Buds,Pump & Puff,Green Dream,Sativa Sunglasses,Phuket Pharms,Dank Daydream
319,Green Ghost Degen 319,/nft/319.png,Coming Soon!,0,Leaflet,Green Ghost Degen,Bakers Biretta,Weed Flag Beanie,Green Dream,0,Based Island,Dank Daydream
320,Green Ghost Degen 320,/nft/320.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Rasta Locks,Pump & Puff,Sativa Serenade,0,Thai High Sky,Baked
321,Green Ghost Degen 321,/nft/321.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Green Dream,Stoner Specs,Patong Pixies,Red Eyed Reaper
322,Green Ghost Degen 322,/nft/322.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,Satoshis Spliff,Sativa Serenade,0,Indica Island,Red Eyed Reaper
323,Green Ghost Degen 323,/nft/323.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,0,0,Hybrid Harmony,Weed Wrap Arounds,Phuket Pharms,Toke Trance
324,Green Ghost Degen 324,/nft/324.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,High Hat,Pump & Puff,Ganja Green,0,Patong Pixies,Munchies
325,Green Ghost Degen 325,/nft/325.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Hybrid Harmony,0,Based Island,Pineapple Express
326,Green Ghost Degen 326,/nft/326.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,0,Satoshis Spliff,Green Dream,0,Moon Lamai Beach,Gazing Galactic
327,Green Ghost Degen 327,/nft/327.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Canna Corona,0,Hybrid Serenity,Baked
328,Green Ghost Degen 328,/nft/328.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Indica Intuition,0,Jungle Jive,Stoned Stare
329,Green Ghost Degen 329,/nft/329.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Minty Mirage,0,Indica Island,Baked
330,Green Ghost Degen 330,/nft/330.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Sativa Serenade,0,Moon Lamai Beach,Toke Trance
331,Green Ghost Degen 331,/nft/331.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Crypto Scholars Cap,HODL Haze,Indica Intuition,0,Indica Island,Pineapple Express
332,Green Ghost Degen 332,/nft/332.png,Coming Soon!,0,Leaflet,Green Ghost Degen,Bearish Bonnet,Blockchain Blaze,Indica Intuition,0,Thai High Sky,Toke Trance
333,Green Ghost Degen 333,/nft/333.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Crypto Scholars Cap,Blockchain Blaze,Indica Intuition,Bong Shades,Indica Island,Chillaxer
334,Green Ghost Degen 334,/nft/334.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Green Dream,0,Moon Lamai Beach,Chillaxer
335,Green Ghost Degen 335,/nft/335.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Degen Top Hat,HODL Haze,Indica Intuition,Puff Panes,Based Island,Gazing Galactic
336,Green Ghost Degen 336,/nft/336.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Bakers Biretta,Satoshis Spliff,Canna Corona,0,Jungle Jive,The Munchie Look
337,Green Ghost Degen 337,/nft/337.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Green Dream,0,Hybrid Serenity,Munchies
338,Green Ghost Degen 338,/nft/338.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Stoners Sombrero,Satoshis Spliff,Green Dream,0,Based Island,Red Eyed Reaper
339,Green Ghost Degen 339,/nft/339.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,Ganja Gurus Turban,Satoshis Spliff,Green Dream,NFT Noggles,Jungle Jive,Gazing Galactic
340,Green Ghost Degen 340,/nft/340.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Green Dream,0,Phuket Pharms,The Munchie Look
341,Green Ghost Degen 341,/nft/341.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Buildmaster Helmet,Blockchain Blaze,Hybrid Harmony,0,Indica Island,Based
342,Green Ghost Degen 342,/nft/342.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Bass Buds,HODL Haze,Green Dream,0,Crypto Sunset,Stoned Stare
343,Green Ghost Degen 343,/nft/343.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Ganja Green,0,Moon Lamai Beach,Chillaxer
344,Green Ghost Degen 344,/nft/344.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,Satoshis Spliff,Green Dream,0,Crypto Sunset,Stoned Stare
345,Green Ghost Degen 345,/nft/345.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Indica Intuition,0,Rasta Road,Dank Daydream
346,Green Ghost Degen 346,/nft/346.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Rasta Locks,HODL Haze,Hybrid Harmony,Eth Eyes,Based Island,Gazing Galactic
347,Green Ghost Degen 347,/nft/347.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,High Hat,Blockchain Blaze,Ganja Green,0,Patong Pixies,Based
348,Green Ghost Degen 348,/nft/348.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Green Dream,0,Moon Lamai Beach,Stoned Stare
349,Green Ghost Degen 349,/nft/349.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Indica Intuition,0,Phuket Pharms,Pineapple Express
350,Green Ghost Degen 350,/nft/350.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Hybrid Harmony,0,Jungle Jive,The Munchie Look
351,Green Ghost Degen 351,/nft/351.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Stoners Sombrero,HODL Haze,Indica Intuition,0,Thai High Sky,Red Eyed Reaper
352,Green Ghost Degen 352,/nft/352.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,High Hat,Pump & Puff,Canna Corona,0,Indica Island,Pineapple Express
353,Green Ghost Degen 353,/nft/353.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Canna Corona,0,Indica Island,Toke Trance
354,Green Ghost Degen 354,/nft/354.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Bearish Bonnet,Pump & Puff,Green Dream,Crypto Specs,Sativa Sunrise,Red Eyed Reaper
355,Green Ghost Degen 355,/nft/355.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Green Dream,0,Phuket Pharms,Dank Daydream
356,Green Ghost Degen 356,/nft/356.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Ganja Green,0,Phuket Pharms,Red Eyed Reaper
357,Green Ghost Degen 357,/nft/357.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Green Dream,Moonwalkers,Jungle Jive,Munchies
358,Green Ghost Degen 358,/nft/358.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Stoners Sombrero,Pump & Puff,Hybrid Harmony,Blockchain Blinders,Sativa Sunrise,Stoned Stare
359,Green Ghost Degen 359,/nft/359.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,HODL Haze,Hybrid Harmony,0,Crypto Sunset,The Munchie Look
360,Green Ghost Degen 360,/nft/360.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,Buildmaster Helmet,HODL Haze,Green Dream,0,Patong Pixies,Toke Trance
361,Green Ghost Degen 361,/nft/361.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,Pump & Puff,Ganja Green,0,Indica Island,Red Eyed Reaper
362,Green Ghost Degen 362,/nft/362.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Sativa Serenade,0,Rasta Road,Munchies
363,Green Ghost Degen 363,/nft/363.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,Bakers Biretta,Satoshis Spliff,Ganja Green,Dollar Signs,Thailand Flag,Red Eyed Reaper
364,Green Ghost Degen 364,/nft/364.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,Satoshis Spliff,Green Dream,0,Hybrid Serenity,Stoned Stare
365,Green Ghost Degen 365,/nft/365.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Jamaican Bonnet,Pump & Puff,Sativa Serenade,0,Patong Pixies,Gazing Galactic
366,Green Ghost Degen 366,/nft/366.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Indica Intuition,0,Moon Lamai Beach,Toke Trance
367,Green Ghost Degen 367,/nft/367.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,Jamaican Bonnet,Blockchain Blaze,Ganja Green,Stoner Specs,Indica Island,The Munchie Look
368,Green Ghost Degen 368,/nft/368.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Ganja Gurus Turban,Blockchain Blaze,Ganja Green,0,Phuket Pharms,Munchies
369,Green Ghost Degen 369,/nft/369.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,Blockchain Blaze,Sativa Serenade,0,Moon Lamai Beach,Gazing Galactic
370,Green Ghost Degen 370,/nft/370.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,Satoshis Spliff,Sativa Serenade,0,Thai High Sky,The Munchie Look
371,Green Ghost Degen 371,/nft/371.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Green Dream,0,Patong Pixies,Chillaxer
372,Green Ghost Degen 372,/nft/372.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Bakers Biretta,HODL Haze,Green Dream,0,Thailand Flag,Dank Daydream
373,Green Ghost Degen 373,/nft/373.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,0,0,Green Dream,0,Phuket Pharms,Pineapple Express
374,Green Ghost Degen 374,/nft/374.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,HODL Haze,Sativa Serenade,0,Based Island,Baked
375,Green Ghost Degen 375,/nft/375.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Canna Corona,Eth Eyes,Indica Island,Dank Daydream
376,Green Ghost Degen 376,/nft/376.png,Coming Soon!,0,Leaflet,Green Ghost Degen,Jamaican Bonnet,Satoshis Spliff,Hybrid Harmony,Bong Shades,Crypto Sunset,Red Eyed Reaper
377,Green Ghost Degen 377,/nft/377.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Buildmaster Helmet,Pump & Puff,Canna Corona,Dollar Signs,Patong Pixies,Gazing Galactic
378,Green Ghost Degen 378,/nft/378.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Minty Mirage,0,Jungle Jive,Stoned Stare
379,Green Ghost Degen 379,/nft/379.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Green Dream,0,Thai High Sky,Toke Trance
380,Green Ghost Degen 380,/nft/380.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,Buildmaster Helmet,Satoshis Spliff,Green Dream,0,Moon Lamai Beach,Baked
381,Green Ghost Degen 381,/nft/381.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Dank Crown,Blockchain Blaze,Sativa Serenade,0,Jungle Jive,Dank Daydream
382,Green Ghost Degen 382,/nft/382.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Bakers Biretta,Blockchain Blaze,Canna Corona,0,Sativa Sunrise,Baked
383,Green Ghost Degen 383,/nft/383.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Green Dream,Munchies Mirrors,Jungle Jive,Baked
384,Green Ghost Degen 384,/nft/384.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Crypto Scholars Cap,Blockchain Blaze,Green Dream,0,Thailand Flag,Dank Daydream
385,Green Ghost Degen 385,/nft/385.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Ganja Green,0,Based Island,Chillaxer
386,Green Ghost Degen 386,/nft/386.png,Coming Soon!,0,Leaflet,Green Ghost Degen,Crypto Scholars Cap,Pump & Puff,Green Dream,Eth Eyes,Phuket Pharms,Chillaxer
387,Green Ghost Degen 387,/nft/387.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Canna Corona,0,Weed Republic Flag,Chillaxer
388,Green Ghost Degen 388,/nft/388.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Puff Hat,HODL Haze,Hybrid Harmony,0,Phuket Pharms,Dank Daydream
389,Green Ghost Degen 389,/nft/389.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Bearish Bonnet,Blockchain Blaze,Sativa Serenade,0,Jungle Jive,Stoned Stare
390,Green Ghost Degen 390,/nft/390.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Dank Crown,Blockchain Blaze,Indica Intuition,0,Indica Island,Baked
391,Green Ghost Degen 391,/nft/391.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Ganja Gurus Turban,Weed Flag Beanie,Green Dream,Eth Eyes,Jungle Jive,Munchies
392,Green Ghost Degen 392,/nft/392.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Puff Hat,Pump & Puff,Green Dream,0,Weed Republic Flag,High Times
393,Green Ghost Degen 393,/nft/393.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Jamaican Bonnet,Satoshis Spliff,Ganja Green,NFT Noggles,Based Island,Based
394,Green Ghost Degen 394,/nft/394.png,Coming Soon!,0,Leaflet,Green Ghost Degen,0,0,Hybrid Harmony,0,Based Island,Toke Trance
395,Green Ghost Degen 395,/nft/395.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Ganja Gurus Turban,HODL Haze,Ganja Green,Puff Panes,Crypto Sunset,Pineapple Express
396,Green Ghost Degen 396,/nft/396.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,Jamaican Bonnet,Pump & Puff,Indica Intuition,0,Hybrid Serenity,The Munchie Look
397,Green Ghost Degen 397,/nft/397.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Indica Intuition,0,Patong Pixies,Blazed Bliss
398,Green Ghost Degen 398,/nft/398.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Green Dream,0,Phuket Pharms,Chillaxer
399,Green Ghost Degen 399,/nft/399.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,0,0,Green Dream,0,Thai High Sky,Based
400,Green Ghost Degen 400,/nft/400.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Sativa Serenade,0,Hybrid Serenity,Dank Daydream
401,Green Ghost Degen 401,/nft/401.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Canna Corona,Munchies Mirrors,Patong Pixies,Baked
402,Green Ghost Degen 402,/nft/402.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Dank Crown,Blockchain Blaze,Canna Corona,Sativa Sunglasses,Indica Island,Chillaxer
403,Green Ghost Degen 403,/nft/403.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Puff Hat,Pump & Puff,Sativa Serenade,Dollar Signs,Crypto Sunset,Munchies
404,Green Ghost Degen 404,/nft/404.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Crypto Scholars Cap,Pump & Puff,Indica Intuition,0,Based Island,The Munchie Look
405,Green Ghost Degen 405,/nft/405.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,HODL Haze,Sativa Serenade,0,Sativa Sunrise,Stoned Stare
406,Green Ghost Degen 406,/nft/406.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Rasta Locks,Pump & Puff,Sativa Serenade,0,Patong Pixies,Based
407,Green Ghost Degen 407,/nft/407.png,Coming Soon!,0,Bong Bubble,Green Ghost Degen,Bearish Bonnet,HODL Haze,Green Dream,0,Thai High Sky,Toke Trance
408,Green Ghost Degen 408,/nft/408.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Hybrid Harmony,0,Sativa Sunrise,High Times
409,Green Ghost Degen 409,/nft/409.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,0,0,Indica Intuition,0,Phuket Pharms,Munchies
410,Green Ghost Degen 410,/nft/410.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Indica Intuition,NFT Noggles,Jungle Jive,Blazed Bliss
411,Green Ghost Degen 411,/nft/411.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Green Dream,Degen Dazzlers,Based Island,Red Eyed Reaper
412,Green Ghost Degen 412,/nft/412.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Bass Buds,Satoshis Spliff,Green Dream,0,Phuket Pharms,Stoned Stare
413,Green Ghost Degen 413,/nft/413.png,Coming Soon!,0,0,Green Ghost Degen,0,0,Hybrid Harmony,0,Hybrid Serenity,High Times
414,Green Ghost Degen 414,/nft/414.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Canna Corona,0,Sativa Sunrise,Stoned Stare
415,Green Ghost Degen 415,/nft/415.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,HODL Haze,Green Dream,0,Hybrid Serenity,Blazed Bliss
416,Green Ghost Degen 416,/nft/416.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,Pump & Puff,Ganja Green,0,Weed Republic Flag,Based
417,Green Ghost Degen 417,/nft/417.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,Bearish Bonnet,HODL Haze,Hybrid Harmony,0,Indica Island,Blazed Bliss
418,Green Ghost Degen 418,/nft/418.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,Puff Hat,Satoshis Spliff,Minty Mirage,0,Moon Lamai Beach,Munchies
419,Green Ghost Degen 419,/nft/419.png,Coming Soon!,0,Nugget Nook,Green Ghost Degen,0,0,Green Dream,0,Weed Republic Flag,Munchies
420,Green Ghost Degen 420,/nft/420.png,Coming Soon!,0,Smoke Swirl,Green Ghost Degen,0,Blockchain Blaze,Ganja Green,0,Patong Pixies,High Times
